alert_id,alert_type,wallet_address,token,contract,chain,amount,price,tx_hash,created_at,notes
alert_1788654587_0x7dfc9d,sell,0x7dfc9dd51638573a812b39d33eded20df468e7bc,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.8308,2486.82,0xc59039a1c943ef06bc3dfee19a0d112c87cba9fb8d54ce15fe81f495284ead34,2026-09-06T00:29:47.604150,profit=None
alert_1788654589_0x7dfc9d,sell,0x7dfc9dd51638573a812b39d33eded20df468e7bc,ASTEROID,0xaff2565091e7207191dbe340b8528d02fa78d044,ethereum,380235.6662,0.002475,0x40fe8aa14f74f8ebc019f6ec45150f54a68aecb25a8efead455fcd4cdddd2984,2026-09-06T00:29:49.994619,profit=None
alert_1788654592_0x7dfc9d,sell,0x7dfc9dd51638573a812b39d33eded20df468e7bc,ASTEROID,0xaff2565091e7207191dbe340b8528d02fa78d044,ethereum,197669.5656,0.002475,0xa5c392cf0d986af800136f39ba9d9463d3fff66f2ddbc4fe41aa9bff218af3e0,2026-09-06T00:29:52.397343,profit=None
alert_1788654594_0x7dfc9d,sell,0x7dfc9dd51638573a812b39d33eded20df468e7bc,ASTEROID,0xaff2565091e7207191dbe340b8528d02fa78d044,ethereum,517500.0,0.002475,0x62eda47d2f165f9f7f83f0d135878429687baa19166a03e83f0aae573efba14b,2026-09-06T00:29:54.799674,profit=None
alert_1788654597_0x7dfc9d,sell,0x7dfc9dd51638573a812b39d33eded20df468e7bc,ASTEROID,0xaff2565091e7207191dbe340b8528d02fa78d044,ethereum,1431.4235,0.002475,0x2cc35d3f0d855051ee82a3e0ec1abf443ed295d128e7ffb6fd538f81f408c4c9,2026-09-06T00:29:57.193233,profit=None
alert_1788654599_0x7dfc9d,sell,0x7dfc9dd51638573a812b39d33eded20df468e7bc,ASTEROID,0xaff2565091e7207191dbe340b8528d02fa78d044,ethereum,475000.0,0.002475,0xa1da00f01f9182ad15ee35999e815beb2a0bde50e90763e23a3a7782e49e3a25,2026-09-06T00:29:59.579250,profit=None
alert_1788654601_0x7dfc9d,sell,0x7dfc9dd51638573a812b39d33eded20df468e7bc,ASTEROID,0xaff2565091e7207191dbe340b8528d02fa78d044,ethereum,72545.3945,0.002475,0xb68c3ce455b817aa46a5557e5b58269e1fa97634f6301c64632753e3cbd9d640,2026-09-06T00:30:01.949666,profit=None
alert_1788654604_0x7dfc9d,sell,0x7dfc9dd51638573a812b39d33eded20df468e7bc,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,1.0472,2486.82,0x09c50f481b11528f449c34ccfe062240976cce3a33bff0e25e8ad38e653743bb,2026-09-06T00:30:04.455045,profit=None
alert_1788654606_0x7dfc9d,sell,0x7dfc9dd51638573a812b39d33eded20df468e7bc,ASTEROID,0xaff2565091e7207191dbe340b8528d02fa78d044,ethereum,197669.0581,0.002475,0xe03249e320bfe8743cb446d1be1d22d42eef0132e58f731e200e47e99527fd1e,2026-09-06T00:30:06.852529,profit=None
alert_1788654609_0x7dfc9d,sell,0x7dfc9dd51638573a812b39d33eded20df468e7bc,ASTEROID,0xaff2565091e7207191dbe340b8528d02fa78d044,ethereum,15000.0015,0.002475,0x97b4a1986c9b296008f37dbb66d107ece5a4efe685214ee6e436c723f858ff4d,2026-09-06T00:30:09.228266,profit=None
alert_1788654612_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0019,2486.82,0x0ab83f1424b3407706b83cc80d9924d6d4d25cc7137b85a9e726165b9b5aa1f1,2026-09-06T00:30:12.984057,profit=None
alert_1788654623_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0018,2486.82,0x56b3f7224beeb6316ef8aa42d2e08565a81708f3b62ea3f9f9370bfd96a7362c,2026-09-06T00:30:23.514769,profit=None
alert_1788654625_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.7414,2486.82,0x5dc9f919885f6a20020ca3cf6c9591359925d5847a4db9f68b6902b16755fc08,2026-09-06T00:30:25.911524,profit=None
alert_1788654628_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,BYTE,0xde342a3e269056fc3305f9e315f4c40d917ba521,ethereum,3747638.228,0.000001768,0x5daefe0433937444178a4cbf646cb3385ca16714f5713b7814a76a3516e34374,2026-09-06T00:30:28.450174,profit=None
alert_1788654630_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,BYTE,0xde342a3e269056fc3305f9e315f4c40d917ba521,ethereum,55622992.7587,0.000001768,0x638fa8ec852029baa950d8bdacbc86a2090960d919283837b7ca7d9d428791da,2026-09-06T00:30:30.848698,profit=None
alert_1788654633_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0101,2486.82,0x9815da1a9996a7fa54261fbac42ac8c6a969a41f227862d2c6cf016394ffc587,2026-09-06T00:30:33.256600,profit=None
alert_1788654635_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,BYTE,0xde342a3e269056fc3305f9e315f4c40d917ba521,ethereum,5560654.8597,0.000001768,0xf91cf2dbd54e1281f04f70f528d6f14c79f2d9689e88554c9603ab17924beb25,2026-09-06T00:30:35.652711,profit=None
alert_1788654638_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,BYTE,0xde342a3e269056fc3305f9e315f4c40d917ba521,ethereum,44631320.3662,0.000001768,0x6e3c41fb69298950d1963b099d5e0c9c939b72b4e9eebfb33b8bae6fd84a5210,2026-09-06T00:30:38.041514,profit=None
alert_1788654640_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,BYTE,0xde342a3e269056fc3305f9e315f4c40d917ba521,ethereum,7076735.2953,0.000001768,0xff1857c7bee2badce0ee57dbbbc9526ebc5a62b4689a93277dccc71a7c112e33,2026-09-06T00:30:40.453088,profit=None
alert_1788654642_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,BYTE,0xde342a3e269056fc3305f9e315f4c40d917ba521,ethereum,16887079.9067,0.000001768,0x9afab3aad92dd38bf8ee82d86677dd6a543356782c0cc56fba5f666ea128b485,2026-09-06T00:30:42.857069,profit=None
alert_1788654645_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0048,2488.19,0x5fe7752b2fcb307174d8dc205d221222c8012f8fb73662a62e69fabc6e7695d3,2026-09-06T00:30:45.309935,profit=None
alert_1788654647_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.1968,2488.19,0xef15223db3097e662df3faa09daca7e618060547618f71d188cb1fc0b47b4597,2026-09-06T00:30:47.706884,profit=None
alert_1788654650_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0051,2488.19,0x2018c4506a36b46be2ff351397c330ebc4c17338b1e91c349597da849e291936,2026-09-06T00:30:50.100293,profit=None
alert_1788654652_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0431,2488.19,0x0b0e749897b0fa7bf3a66d0f42dc6583341c7f8c967e962de56e3090eb8dc9fc,2026-09-06T00:30:52.552037,profit=None
alert_1788654654_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0141,2488.19,0x16d2fa2871124fe8ffbe242985ee7e5f2f11fbd03c92a969f04c84e2be423948,2026-09-06T00:30:54.987301,profit=None
alert_1788654657_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0141,2488.19,0x6c26b3f0e2ca8ea7659aa38c646b764c58bd46ca753550e834d25418f9cb86d4,2026-09-06T00:30:57.444061,profit=None
alert_1788654659_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0014,2488.19,0x84b5b293b742fac9fb9a3306ec0a60d27922eb175d3965507f65358e02fa62ab,2026-09-06T00:30:59.832141,profit=None
alert_1788654662_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,BYTE,0xde342a3e269056fc3305f9e315f4c40d917ba521,ethereum,55198720.2259,0.000001768,0x4b0fa46027fe0fcf2558b461c83cb063fe3f49294c7b308043805d761bdf922a,2026-09-06T00:31:02.237413,profit=None
alert_1788654664_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.8842,2488.19,0x6bf0f10f7c7dabeb86a19ce03c2f78a2c310fd043f58d4a5a0314ce0bea65a10,2026-09-06T00:31:04.637982,profit=None
alert_1788654667_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,BYTE,0xde342a3e269056fc3305f9e315f4c40d917ba521,ethereum,35339808.0895,0.000001768,0x3ab436dcaaa20796d2019ef26ebd28571787f13f71c4d4b3cae27590dde2ec1f,2026-09-06T00:31:07.051247,profit=None
alert_1788654669_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,BYTE,0xde342a3e269056fc3305f9e315f4c40d917ba521,ethereum,8322754.5551,0.000001768,0x79bc5185d5080156795a1fd2cf4a49857a8f1c5aa5e5236e70a994dfcc131ef8,2026-09-06T00:31:09.448232,profit=None
alert_1788654672_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0414,2488.19,0x4312adb37ae171f98597ab1aa32b15c6e988c1cd80013027a5d7aae1292757a5,2026-09-06T00:31:12.253083,profit=None
alert_1788654674_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.1417,2488.19,0x07e7b0d58ce5df79243c73997cdee97f5fd3131e39271408c0ca4a0bbef2dc2e,2026-09-06T00:31:14.973178,profit=None
alert_1788654683_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0048,2488.19,0x079faca17297511bf7c7648f4eda455f415d6a17646579fe5c6e1cd07552c9fc,2026-09-06T00:31:23.787667,profit=None
alert_1788654686_0x8fbd26,sell,0x8fbd26a7cb1ab65834c5ea245aa1f1e78d03ed30,BYTE,0xde342a3e269056fc3305f9e315f4c40d917ba521,ethereum,205553001.1018,0.000001768,0x4accffe3599639fe7834bc2a4775871dd4ab4ce34659fabace6526d1029fea72,2026-09-06T00:31:26.193710,profit=None
alert_1788654689_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0016,2488.19,0xc284251c0cd847553fd860ca668d0adb732651dbd9b22885045967d89259e0aa,2026-09-06T00:31:29.665591,profit=None
alert_1788654692_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.2744,2488.19,0xa0f52555e4b5a622b2c52d8a92e218db87e204c36b55c4cc95dc2553a254ae68,2026-09-06T00:31:32.074662,profit=None
alert_1788654694_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.3988,2488.19,0x592af29a5b949728f059691b16ca658bed2434db8fb4166d0e4fd6e3e5ed522f,2026-09-06T00:31:34.473590,profit=None
alert_1788654696_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,GROK,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,ethereum,3296027.8289,0.0007359,0x0be28361b1b8bacdf7d4e2b2b37134debab021c4fbc36079e28e9b702f227bbc,2026-09-06T00:31:36.976301,profit=None
alert_1788654699_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0123,2488.19,0x82b2b7d6837df3f950e4e6dcdc8432ccfdb7195c311c55da96a2fbb34a40200c,2026-09-06T00:31:39.402435,profit=None
alert_1788654701_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,GROK,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,ethereum,94611.1751,0.0007359,0x2c36cfb3fcc180e6a23f0a1cbd065a96e27815c1633e4c000f675b5e00e47e47,2026-09-06T00:31:41.905957,profit=None
alert_1788654704_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,1.8021,2488.19,0xb46fa5d7d0740c4d252defcd90a6045ec21707b13b5097e97736772ec790cd0f,2026-09-06T00:31:44.289734,profit=None
alert_1788654706_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.3059,2485.8,0x1263061ff9777b9bdef87a6f3dba8c91e4ca12efc50b11089a8ad61b6c832107,2026-09-06T00:31:46.759001,profit=None
alert_1788654709_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,GROK,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,ethereum,67554.9758,0.0007359,0xdae4bcc7f56d1e2132ae5163a2749dda23b16edf8f8e15797497a9c17a4cc726,2026-09-06T00:31:49.174524,profit=None
alert_1788654711_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,GROK,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,ethereum,13586.4048,0.0007359,0x802bd0132df88784bfc03d9a7afbde58904a775707a108e3588787ff66ef2cb4,2026-09-06T00:31:51.566842,profit=None
alert_1788654713_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,GROK,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,ethereum,12212.4385,0.0007359,0xa161b54f65a55af43f72b163879d4f72997e97468a105109278dc8b0dffe0e12,2026-09-06T00:31:53.955963,profit=None
alert_1788654716_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,GROK,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,ethereum,19230.7161,0.0007359,0x00b77dae68a1c7ab0b0329336acaa9e373e6d884dbf7a6994d633f45ffc6057f,2026-09-06T00:31:56.365300,profit=None
alert_1788654718_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.008,2485.8,0x7f62a0f0fb80d497910078ceaa4ff5c7dc171e459faf9ab10004d90de80cdf1e,2026-09-06T00:31:58.910961,profit=None
alert_1788654721_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,GROK,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,ethereum,66948.8776,0.0007359,0x73f2ffd003adb50ecafcd22c6a3e8ee6ae3a37cd7047ec6866e4edb9a24d3833,2026-09-06T00:32:01.331820,profit=None
alert_1788654723_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,GROK,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,ethereum,2688.9074,0.0007359,0x0ae5202262e39827aa33aac24e0944e5994b556eff70c73ff9212b2bc08d493d,2026-09-06T00:32:03.730428,profit=None
alert_1788654726_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,GROK,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,ethereum,5606.551,0.0007359,0x4dd9871e0984b952aa86fe011d408d7cc23ab0b9632cdd15d2236415a9410132,2026-09-06T00:32:06.137243,profit=None
alert_1788654728_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,GROK,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,ethereum,9515.9591,0.0007359,0x84e86dfdd0986f6a815c28cf5c66327d2cc0468e88eee9fe68402711aeb1ebb2,2026-09-06T00:32:08.528921,profit=None
alert_1788654730_0x69c66b,sell,0x69c66beafb06674db41b22cfc50c34a93b8d82a2,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0018,2485.8,0x880a9678c1b1da9f231d0de6e63c7d90d4478d20a36ac5f6246183b9c6343da9,2026-09-06T00:32:10.962482,profit=None
alert_1788654734_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0086,2485.8,0x41523ef932a100b624f9431b9a2bcfb3928de232132b8c6e237dfef4529cdeb4,2026-09-06T00:32:14.619692,profit=None
alert_1788654744_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0037,2485.8,0xc5798fcad3be4a37abb9080279cc10d7fb51a5e40140dd1d532a0a91b835125d,2026-09-06T00:32:24.030373,profit=None
alert_1788654746_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.3699,2485.8,0x730d1f87413609123710107617ca0589cb221fb392a7746a5e97ffbc1cf280f3,2026-09-06T00:32:26.421547,profit=None
alert_1788654748_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0045,2485.8,0x14c8bc9ad539fcfb8ad45b4cdf652ba320404f873eb815e7fa3c1b1bbb0ccbd5,2026-09-06T00:32:28.842205,profit=None
alert_1788654751_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.1407,2485.8,0x332a1b88f07ceba872e58d7943d4d7f9d7375ddcfba99914eabe4f0a821e5f0a,2026-09-06T00:32:31.234460,profit=None
alert_1788654753_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,ETHCAT,0x777777780838c00038ecd48f63f3c37669322bc8,ethereum,1980797.3914,0.0005335,0x921cd00bb7314d0ec38b8eaf050be295ac7bc123298ce83cc74ea66a5a6f2ebb,2026-09-06T00:32:33.714803,profit=None
alert_1788654756_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.2024,2485.8,0x3d2e1b04ee7819ec7ce94b86b1d1882db81dd03845f92a16b4fa6b3935d46c88,2026-09-06T00:32:36.113723,profit=None
alert_1788654758_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.1199,2485.8,0x5a05bcfa824331b2cc71ae438511f9e11148691f195007ebfcb1aed8eb8f0cd7,2026-09-06T00:32:38.516371,profit=None
alert_1788654760_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,ETHCAT,0x777777780838c00038ecd48f63f3c37669322bc8,ethereum,90391.143,0.0005335,0x8768361a56f5c00f5cf30532f0b9935d5405067a8b7ff12e841e6f8e62274c1e,2026-09-06T00:32:40.911202,profit=None
alert_1788654763_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,ETHCAT,0x777777780838c00038ecd48f63f3c37669322bc8,ethereum,444980.8009,0.0005335,0x90957fcef28894a1fbcd2e8f5cb7e51d2ab1184f9c49cdc2f8c11d166d2226f8,2026-09-06T00:32:43.309578,profit=None
alert_1788654765_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.2193,2485.8,0x9640484003dc825938112dd4ef936d83a33f4773fa9b89cb29d847bf73cfbdd5,2026-09-06T00:32:45.707032,profit=None
alert_1788654768_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.012,2486.62,0xa1d1460a4c9ed5c04c421e9fab15bb5fcae03a2c248b27d46635f4490296d052,2026-09-06T00:32:48.152244,profit=None
alert_1788654770_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,ETHCAT,0x777777780838c00038ecd48f63f3c37669322bc8,ethereum,276583.3623,0.0005335,0xd26cacd0cc7e7217dddf6259930d5f925ebd4026477ade7459ed60ea81fc311c,2026-09-06T00:32:50.543823,profit=None
alert_1788654772_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.002,2486.62,0x8841e61d3fb12c3c817d17fedfae7f0d793cccf81be17b296ff386af15369c11,2026-09-06T00:32:52.965325,profit=None
alert_1788654775_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0093,2486.62,0xee2452fb5532e10747eab967da4fe0217132eca92a77e3844958b899ffa4a660,2026-09-06T00:32:55.365477,profit=None
alert_1788654777_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,ETHCAT,0x777777780838c00038ecd48f63f3c37669322bc8,ethereum,1934078.2235,0.0005335,0x45e34ca711afe1ac76c959de28ed268f8e236bb8a379346d4c2a911dfd5a283f,2026-09-06T00:32:57.803485,profit=None
alert_1788654780_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,ETHCAT,0x777777780838c00038ecd48f63f3c37669322bc8,ethereum,502334.7271,0.0005335,0x10a7e0db010517d2d9f557006469ff6a09d1c246e44b559a524dd9c28afde080,2026-09-06T00:33:00.238408,profit=None
alert_1788654782_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.3737,2486.62,0x5f4e4c851ffcd021613012f38528f1d178377aca3a8744739894608b7e7f4d03,2026-09-06T00:33:02.626205,profit=None
alert_1788654785_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0129,2486.62,0x25820214e7d51e713f6ddc23f636fa4d9ffe2cd1277b3233d7eb843e00ee23ee,2026-09-06T00:33:05.012203,profit=None
alert_1788654787_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.6399,2486.62,0x137deeb5f0161a809ad0da712cae8210c5520597e1cc518528bb5b2af0898514,2026-09-06T00:33:07.421658,profit=None
alert_1788654789_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0183,2486.62,0x3919c4243b80a4cff398cbe13b2e3665140c1223a345f684453587afbf22c922,2026-09-06T00:33:09.812557,profit=None
alert_1788654792_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,ETHCAT,0x777777780838c00038ecd48f63f3c37669322bc8,ethereum,481008.4422,0.0005335,0xed12e0fcba15b56108b837e2ff27ab34e0a2c42d92e9fc0019dba7eaba6110dc,2026-09-06T00:33:12.600989,profit=None
alert_1788654803_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,ETHCAT,0x777777780838c00038ecd48f63f3c37669322bc8,ethereum,763684.1768,0.0005335,0x08f53a153e86c6029ca81cea4b5dbbb9443a1dec25a17113abc6911a24bec9c8,2026-09-06T00:33:23.329580,profit=None
alert_1788654805_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0048,2486.62,0x7515f605dcb70ef786f356ed4edd6c23f40ecce02cfcbba82149185b8e1f0bce,2026-09-06T00:33:25.721701,profit=None
alert_1788654808_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,ETHCAT,0x777777780838c00038ecd48f63f3c37669322bc8,ethereum,35103.3318,0.0005335,0x9118ccc16cfa3bdcdcd8c95860b91d945932a242889c2bb1ee336c543bf2b1ce,2026-09-06T00:33:28.168102,profit=None
alert_1788654810_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0253,2486.62,0x4f22261fa7cf6b2d399b2b740005c75a2414f8b7489b0a40132d69f46009d58a,2026-09-06T00:33:30.571121,profit=None
alert_1788654812_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,ETHCAT,0x777777780838c00038ecd48f63f3c37669322bc8,ethereum,467665.5402,0.0005335,0x43b44b16d676aedd7b585db2a83bb7d655e64eb32f042bcc8ee6484e208da3ea,2026-09-06T00:33:32.977204,profit=None
alert_1788654815_0xc56c9d,buy,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.0034,2486.62,0x17190fc256a7ef2531673681677644c2cb0c72f71a88afe3cc49a9a8f4dcced6,2026-09-06T00:33:35.365795,whale buy
alert_1788654817_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ethereum,0.7187,2486.62,0x2d1d964b4701b88d7060402e0bd11f37b89d24f584282f749b8e48c8866c1bb3,2026-09-06T00:33:37.757691,profit=0.0
alert_1788654820_0xc56c9d,sell,0xc56c9d4aee66e16aa4a31a710a6d2fc720a626b6,ETHCAT,0x777777780838c00038ecd48f63f3c37669322bc8,ethereum,503406.7318,0.0005292,0x03e077028d9ef0b19dbcca46c3be4ac9d8a95816842ccf50b25cac1380cffc1d,2026-09-06T00:33:40.315004,profit=None
