address,chain,first_seen,last_seen,total_trades,total_sells,winning_sells,losing_sells,win_rate,avg_profit,avg_hold_duration,score,in_whitelist,is_whale
0xd3d6a2d404ac61572a07e81911020402dcf38e7b,ethereum,2026-08-11T11:55:56.481038,2026-08-11T11:55:56.481038,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x6f6e0ed028de5b8f812f726601c40b83bf96e3eb,ethereum,2026-08-11T11:55:56.488480,2026-08-11T11:55:56.488480,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x1246e490308db61dca45ead613f47430de3830ad,ethereum,2026-08-11T11:55:57.467711,2026-08-11T11:55:57.467711,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x7e99042e82204df12c3d783c6795e8b7ddcf3fce,ethereum,2026-08-11T11:55:57.475246,2026-08-11T11:55:57.475246,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0xba57a914b20840c2b0df8f4152cca2e4960beff1,ethereum,2026-08-11T11:55:57.482813,2026-08-11T11:55:57.482813,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0xf7c9c6bfc102e09a64c6b2248c3d4cb8e01360aa,ethereum,2026-08-11T11:55:57.490416,2026-08-11T11:55:57.490416,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0xee7f7f53f0d0c8c56a38e97c5a58e4d321a174dc,ethereum,2026-08-11T11:55:57.497976,2026-08-11T11:55:57.497976,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0xf9f67896f50e356362118e24d8195c5e1a48a5c5,ethereum,2026-08-11T17:45:18.792241,2026-08-14T14:29:57.761556,2,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x7c4da71dec9066f60bb02dced688f4f96f5ed23f,ethereum,2026-08-11T17:45:18.799952,2026-08-14T14:29:57.769887,2,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x6c36cd602ce8c3ecec93b226f964237b4a794548,ethereum,2026-08-11T17:45:18.807583,2026-08-14T14:29:57.777995,2,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x703a7bc77f797b7a87aa757b59687df81ef468ab,ethereum,2026-08-11T17:45:18.815491,2026-08-14T14:29:57.785966,2,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x7b77890e4d656b316fe718a02e0e3f5f87773f58,ethereum,2026-08-11T17:45:18.823239,2026-08-14T14:29:57.793970,2,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x6592198339edd36899d699d86909edb445688f1c,ethereum,2026-08-11T17:45:18.831014,2026-08-14T14:29:57.801916,2,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0xab5801a7d398351b8be11c439e05c5b3259aec9b,ethereum,2026-08-12T14:39:21.271975,2026-08-12T14:39:21.271975,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x4179004178633a342869ce56eb579bd7922f1e3e,ethereum,2026-08-12T14:39:21.287710,2026-08-12T14:39:21.287710,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x7bbf5677d47de00849a6db5f9baf00eeadbe7414,ethereum,2026-08-12T14:39:21.311424,2026-08-12T14:39:21.311424,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x1cd61b35e87e8d4c0bc841876627ff18157e68bb,ethereum,2026-08-12T14:39:21.319289,2026-08-12T14:39:21.319289,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x97cf38bb06da57b6418083998b09976ec40a90a3,ethereum,2026-08-12T18:03:32.927818,2026-08-12T18:03:32.927818,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x0415ace56d39fd50b128eb7f3a8d8608dd0e6b32,ethereum,2026-08-12T18:03:32.935922,2026-08-12T18:03:32.935922,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x8c9137f17b114e6e6405953216ce4a0c70113f5a,ethereum,2026-08-12T18:03:32.943955,2026-08-12T18:03:32.943955,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x6267157d9efe0aed011868ce79e7eeaa5536d6bb,ethereum,2026-08-12T18:03:32.952105,2026-08-12T18:03:32.952105,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0xebf9f1557e529ec447730ab86add6e6a58a36774,ethereum,2026-08-12T18:03:32.960145,2026-08-12T18:03:32.960145,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0xb30709162135c4bd5e72364a455661b6ea6db8c3,ethereum,2026-08-12T18:03:32.968163,2026-08-12T18:03:32.968163,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x113a5682995cfd975c9ba395b41c98e48f2cfb92,ethereum,2026-08-12T18:03:32.976191,2026-08-12T18:03:32.976191,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x4edff7db67c0d833c911ccc658509f474f9773f8,ethereum,2026-08-12T18:03:32.984264,2026-08-12T18:03:32.984264,1,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0xfd52b7826b87aec74fa21c25643e81725283fdf6,ethereum,2026-08-12T18:03:34.853889,2026-08-14T19:59:14.407054,2,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x738c17df12aabe11e2d7213b04eea2e1eadb74ef,ethereum,2026-08-12T18:03:34.863842,2026-08-14T19:59:14.416363,2,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0xe60e42daacf2c057bd8d6e3089b18d79c7d428ac,ethereum,2026-08-12T18:03:34.913450,2026-08-14T19:59:14.425290,2,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x0ad52498712cc938845a6fecfd53d5e9802d5ba0,ethereum,2026-08-12T18:03:35.007760,2026-08-14T19:59:14.434263,2,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0xdda15d963ac9c2fbf397066fd5a7f4127c32177a,ethereum,2026-08-12T18:03:35.052670,2026-08-14T19:59:14.443204,2,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0x6cbf2a2137115fd1e77ee48b4a4b401b480bf2b5,ethereum,2026-08-12T18:03:35.101608,2026-08-14T19:59:14.452053,2,0,0,0,0.0,0.0,0.0,0.0,FALSE,FALSE
0xa9bb64183e44d282bc3622fa478eb3c953a18d0c,ethereum,2026-08-14T06:56:52.678515,2026-08-14T06:56:52.678515,1,0,0,0,0,0,0,0,FALSE,FALSE
